CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
1.058799637,-1.134277005,0.458687356,0.437163201,-0.348071658,-0.703795416,-0.516734657,0.715917362,0.41798644,-0.170007301,0.472820776,0.409240664
1.863982634,0.476557767,0.000401624,0.85118939,0.882025808,0.440784481,1.007761826,0.375515258,0.19727628,-0.927007885,0.112974547,-0.404861972
0.86850309,-0.118429234,0.213373563,-0.478721751,0.536745897,0.950396351,1.003725819,1.230217762,0.497249339,-0.855227744,1.377103729,-0.483259311
1.578150865,-0.83647258,0.766688549,0.191396674,0.497374809,0.494652235,-0.758832088,-0.167578953,-0.319987054,-0.426159229,-0.023164685,0.237328887
1.641104997,-0.418200083,-0.330056944,0.411507463,0.183161461,0.487069428,-0.850282951,0.178520644,-0.673031763,-0.241541257,0.093243024,-0.011347778
0.805073495,-1.025979108,0.652856347,0.12538318,-0.304061181,0.503603853,0.312049165,0.67776586,-1.317699556,0.133263234,-1.164964062,-0.085009479
1.906165604,-1.302530392,0.341816784,0.493026395,0.594048488,-0.178067822,0.68437767,0.428242994,-1.001078444,-0.558867694,0.112482126,0.593183446
1.627082978,-1.306908053,0.476229604,0.5393089,0.499392366,-0.466053851,0.477197832,0.18728612,0.202979489,-0.35891618,-0.819327677,0.221098514
1.850118675,0.770196143,0.126078794,-0.282349639,-0.501848693,0.347058939,-0.211474909,0.827831534,-0.223995276,-0.993182255,-0.361709381,-0.227336681
1.842275696,-1.122261134,0.553968235,0.497135294,0.437549029,0.520700534,-0.920023819,0.750750127,0.328545581,-0.022451855,-0.71599253,0.071879258
0.87700657,-0.840452402,0.769308599,0.266715977,0.199282371,0.684399117,0.300758855,0.336574987,-1.745677845,0.006135816,-0.579508668,-0.08586737
1.767810625,-1.443211316,0.081305974,0.45772353,-0.19053319,0.670385337,0.403029167,0.898367975,-0.089997164,0.145045567,-0.164642887,0.047905835
1.634802423,-0.955371492,0.424688482,-0.259331327,-0.624101648,0.000780217,-0.584222234,0.398013791,-0.25304045,-0.179921406,0.070425432,0.036454045
1.548266204,-0.820417763,-0.486758992,-0.083518622,-0.74004919,0.330383274,0.244047244,-0.08305162,-0.487736189,-0.449040177,-0.344197515,0.021145827
0.808859474,-1.211920446,0.155206003,0.788709862,-0.019183337,-0.494203291,0.894582371,-0.066321036,0.254657091,-0.075923732,1.314724734,0.020356461
2.070970851,-0.139663309,0.792567687,0.193993369,0.283008517,1.013689928,0.873037031,0.974423038,0.291510205,-0.822627141,-0.712117727,-0.251339665
1.031707935,-1.415465948,0.387016022,0.602080024,-0.196308421,0.594361046,0.076204941,0.145020337,0.933821367,-0.079738916,0.124279849,-0.095426937
1.824416105,0.328719692,0.911149753,0.133892252,0.335441882,-0.471184677,0.028682763,0.920269739,-0.24052556,-1.095696965,0.818755924,-0.010695494
1.592787904,-1.387518416,-0.123725843,-0.326348448,-0.067512067,0.426919871,0.225099497,0.857790198,0.249539933,0.258651677,0.316802637,-0.08965232
1.719967667,-1.447823995,0.490978252,0.293018895,0.224420789,0.684371768,0.04285171,0.336588143,-0.04024817,-0.406396206,-0.96656749,0.277996089
1.30527122,-0.802537958,0.420402867,-0.298191191,-0.895165438,-0.060333977,-0.489524571,0.131008319,-0.081552002,-0.052960274,0.333547914,0.018235374
0.996103995,-0.615016513,0.333890177,0.574597234,0.116253726,-0.849351895,-0.319420931,0.85476141,-0.739530702,0.15520149,-0.843055929,-0.037764263
1.560195667,-1.193233879,0.443749581,0.304569446,0.314728273,0.80991342,0.498396392,-0.414740541,-0.234742416,-0.351198767,0.245169659,0.008749573
1.480624786,-0.924186273,0.005788996,-0.622629768,-0.027059318,0.14484484,-0.579494844,0.810212149,0.404589623,0.821382934,0.469567931,0.460303426
0.834389125,-0.978805213,0.362006115,0.179025306,-0.91442331,0.009512186,-0.62928042,0.352447119,0.644822535,0.113268756,0.854456033,-0.036226917
1.817193616,-1.107286342,0.369604116,0.176450718,-0.295858408,0.186959168,-0.755505409,0.94382427,-0.007198901,0.056057918,0.079486651,0.052285639
1.583764571,-0.808350651,-0.847965569,-0.759717992,-0.036513746,0.533875362,0.602937719,0.175389094,-0.448124997,0.222282734,-0.472086233,0.745624303
1.614906813,-0.456003787,-0.33602563,0.014175245,-0.196493807,-0.823553447,-0.416839133,0.10293562,-0.582762045,-0.542328807,-0.675915393,0.112728935
1.560356684,-1.193556976,0.443852657,0.304670803,0.31515418,0.809186921,0.498577475,-0.414504804,-0.234631875,-0.351427717,0.245198711,0.008879433
0.762553902,-1.389722413,0.356528995,0.593199808,-0.462896654,0.530603258,0.13444897,-0.070477372,1.153132855,0.006435326,0.427050987,-0.137147677
0.684421474,-0.794458372,0.629867156,0.537068112,0.019078182,0.428349501,-0.730977445,-0.416253441,0.700025691,-0.069127589,1.029935031,-0.09538029
1.37027342,-0.945840482,0.26718996,0.435755122,-0.232703532,0.609094018,0.268412555,0.218516566,1.010829121,0.134257915,0.459946346,-1.210632592
1.580477496,-1.109274166,-0.140802562,-0.884135107,-0.092379573,0.438376591,0.744395621,0.390111217,-0.143505327,0.536267517,0.11526709,0.518430043
1.519874238,-0.257696851,0.939992155,-0.334064325,-0.555518601,0.649242506,1.12633796,0.629766156,-0.477604586,-0.462405817,-0.526550098,0.166994848
1.644922805,0.407614041,0.636473464,-0.22557541,1.192681554,0.900895583,-0.323478162,0.646856856,0.526257157,0.275916122,0.175531043,0.594428048
0.135580327,-1.402172608,-0.152342416,-0.128372424,0.422118886,-0.110651457,0.791609362,0.209720431,1.25920523,-0.157553522,0.52105705,-0.161859939
1.629216906,-0.814244017,-0.571289494,-0.038085514,-0.547176334,0.516348794,0.532786095,0.011666183,-0.728305867,-0.405585028,-0.644609362,0.089823483
1.607871468,-0.40635179,-0.161723339,0.345925674,0.486656888,-0.684820116,-0.423439384,-0.179444938,-0.203723082,-0.503566242,-1.328632743,0.046123829
1.838104843,-1.355956447,0.421362658,0.831064173,0.930493663,1.117107013,0.240447807,0.349061002,-0.162082483,-0.173773737,-0.183546581,0.20149754
0.664552251,-0.912591841,0.528924408,0.381158399,-0.47995889,0.236450117,-0.691322067,-0.094987892,1.114721046,0.093717226,0.455695569,-0.15610474
1.757746659,-1.310631595,0.106072442,0.656124422,0.161248897,-0.264877283,0.693144533,0.87629153,-0.042208411,0.068939816,-0.240492814,0.082238987
0.968918331,-1.107145072,0.222087643,0.403451659,-0.514221337,0.442077449,0.215428479,0.736059117,-0.755795059,0.084272313,-0.528124659,0.031637622
1.695112714,-1.212796158,0.440213514,0.355062109,0.526599273,0.891238,0.440603959,-0.255274293,-0.40227981,-0.386098796,-0.077277744,0.046461375
1.279100903,-1.383696837,0.173244552,0.068405562,-0.807933358,0.408116973,0.59766832,0.207039981,-0.04527018,-0.069286177,0.199692384,0.211594794
1.326077031,-1.110244364,0.224343624,-0.059001896,-0.769892134,0.245465115,0.144387727,0.177143321,-0.072205933,-0.036378908,0.137676488,-0.067582242
0.948071544,-0.461364141,0.788441751,0.156133387,-0.095623671,-0.599992684,-0.268815065,0.58140669,-0.499336755,0.365969746,-0.437756472,-0.041445938
0.974897117,-0.367060835,0.101943722,-0.546910809,0.373426554,0.270159011,-0.481547529,0.35529762,-0.910851344,0.716423041,0.484489612,0.240773119
0.836716774,-1.317443969,0.57223461,0.878708941,0.303300282,0.828964713,-0.000848054,-0.129167465,0.608947341,-0.248124919,0.623287647,0.310025283
1.858239232,-0.078387087,0.732139886,0.134047804,-0.392012803,0.378814411,-0.335816532,1.330489959,0.302964493,-0.34751238,0.109945871,0.337798104
1.840883097,-1.013543283,0.500707758,0.106599251,0.121136991,-0.776922927,-0.458089508,0.766311476,-0.473959086,-0.394013072,-0.591776998,0.405391882
1.68897393,-0.840322575,0.524086736,0.134866315,0.229421362,-0.753725113,-0.371518474,0.10141423,-0.579087813,-0.454589366,0.59768689,0.148006401
1.876565926,-0.756398706,0.350886534,0.528260331,0.63668297,-0.715952991,-0.359577957,0.506567995,-0.414962462,-0.035181545,0.509066633,-0.223531749
1.495489482,-0.468645312,-0.338638634,-0.261143923,-0.756777493,0.032800566,-0.618833206,-0.062537657,-0.482612112,-0.396718142,-0.28346571,0.004857191
1.458276092,-1.234051987,0.272543281,0.743364281,0.220945553,-0.310607333,0.403551424,0.153407607,0.811323303,0.067325981,-0.047520311,-0.365712612
1.523058261,-0.634087929,0.030032851,-0.518725812,0.454314143,0.322022969,-0.558616837,0.350866206,0.032850945,0.784684872,1.126189425,0.16276423
1.133900516,-0.907617051,0.382739921,0.335640846,-0.409676984,0.259795445,-0.665015659,-0.042828446,0.96952559,0.30169996,0.382807575,-0.47931195
0.923507396,-1.41572521,0.294408347,0.891315129,0.131797869,-0.095369116,0.61047253,0.290824759,0.118056055,-0.255170432,1.051185412,0.543803515
1.182979523,-1.191827529,0.11948078,0.182765692,-0.644163492,-0.603109104,0.958643647,-0.018364652,0.122018297,-0.07186059,0.390182775,0.004740775
0.656690055,-0.725008907,0.176532369,-0.199847542,0.341595096,-0.529279018,-0.346370769,0.004695954,1.357388771,0.730957845,0.561104343,0.316476921
1.509145961,0.4315898,-0.035416738,0.668977889,0.75213976,-0.222237413,-0.344842305,-0.447167578,0.096420987,-0.172952638,-0.076247138,-0.11338303
1.346074407,-0.222892745,0.244604024,-0.301385452,1.018584882,1.207015306,0.85336221,1.575063804,0.942528835,-0.622228656,-0.369372329,-0.57143113
1.819256723,-0.665086888,0.281945236,-0.780219514,0.809751535,0.378654619,-0.608397642,0.490780083,-0.787346896,0.271942057,0.131341108,0.804435124
1.589196284,-0.820008071,0.770753205,0.186746155,0.499196994,0.493069852,-0.753298669,-0.169335894,-0.318606534,-0.421141984,-0.017210534,0.219469997
1.166905623,-0.51754667,0.129733664,-0.874406162,0.046983496,0.14738776,-0.400992677,-0.20901037,-0.112835081,0.570851162,1.152808374,0.36023878
1.612414376,-1.395792883,0.414245041,0.240012931,-0.002063436,0.700570425,0.456637921,0.111286646,0.060675445,-0.266326893,-0.602341953,0.218768473
0.762595606,-1.390064914,0.356713342,0.59352224,-0.461776327,0.528279014,0.135203661,-0.070031645,1.152910646,0.005772393,0.427080821,-0.136803896
1.743079005,-1.082063545,0.489935687,-0.154763108,-0.43455646,0.070082771,-0.673754472,0.625419792,-0.350288293,-0.271677787,-0.178657238,0.285905164
1.082733709,-0.960991799,-0.997008833,-0.940027493,0.074310014,0.557892586,0.593352874,0.373857343,-0.559866867,-0.61277118,-0.553449626,-0.025580555
1.597420062,-0.092520858,-0.276080326,-0.113625238,-0.609767015,0.598827746,0.772861012,0.02971229,-0.622580759,-0.313220886,-0.616453151,0.559042461
1.600309168,-0.788378693,0.514956235,0.03218511,0.068232976,0.302709561,-0.683430156,0.17062741,-0.678794197,-0.288761083,0.337741897,0.131194379
0.815924339,-1.279811268,0.289366593,0.845153979,0.078423101,-0.215422479,0.703689375,0.004343039,0.956364845,-0.03305746,0.038442481,-0.002198619
1.331052783,-1.429818518,-0.259895939,-0.618860533,0.365836378,0.536754655,0.220790227,1.196000567,0.065895982,-0.12771963,0.026567715,-0.265834939
1.395003476,-0.895540269,-0.495967296,0.836165711,0.300223795,-0.07657712,0.602235874,-0.078429626,0.296604864,-0.219595805,-0.783142168,0.017512021
1.125628124,-0.763792326,0.996912782,-0.339544996,-0.237174063,0.206296654,-0.475683547,-0.322400348,-0.117098854,-0.033661311,-0.631392336,-0.305372029
0.820773862,0.220112325,0.649071881,1.188993301,0.499541436,0.191455101,0.694230668,1.474036435,0.160833124,-0.557093992,0.932098704,0.245779933
0.15810898,-1.460633662,-0.160503183,-0.088617738,0.430025622,-0.160456162,0.773460855,0.246739252,1.291284952,-0.184506659,0.551725039,-0.137568031
1.689389312,-0.776246679,0.131659659,-0.457163683,0.703076063,0.443691011,-0.666612164,0.521718644,0.605311693,0.795624505,-0.275566744,0.124990122
0.881982216,-0.827585712,-1.028638079,-0.682278893,0.320312122,-0.377573007,0.887340926,0.233699952,-0.34838296,-0.596823859,-0.512516108,-0.074467649
1.989183701,0.463337396,0.709407618,-0.566747293,1.167323521,-0.295775559,0.064769204,1.119043625,0.608998966,-0.245688933,-0.666379627,0.200221791
1.688795371,-0.656522773,0.266581355,-0.597004838,0.887103775,-0.546168679,-0.330377197,0.367531701,-0.570073186,0.215031701,0.476599232,0.832091035
1.137121924,-0.867946723,0.49208045,0.648654721,0.132972677,-0.409195686,-0.52127404,0.204754694,0.853917237,0.15945973,-0.021404253,-0.025664302
1.661557749,-1.008522327,-0.44594354,0.677250597,0.295411033,0.958594783,0.237766373,0.212898507,0.024730919,-0.239269285,-1.115442987,0.126457911
1.31602042,-0.984641646,0.626520007,0.043120164,-0.264217437,0.229039039,-0.67542094,-0.037619594,0.34031438,-0.196511667,-0.271185108,0.129110545
1.752427782,-0.120640381,0.403571541,-0.49255927,1.537746768,-0.339728711,-0.254434266,0.136969867,-0.170708442,0.137199207,0.193668002,-0.147558677
0.771260623,-1.147795498,-0.11209184,0.723561675,-0.672622497,0.577321138,0.506604334,0.779870994,0.11568591,0.54313918,0.537171043,0.118660207
1.162308149,-0.993012861,0.224749463,-0.139686789,1.610371681,-0.295454741,-0.523183013,0.531743418,0.283841245,-0.398887482,0.285794707,-0.067808567
0.816692328,-1.406941462,0.113960865,0.373359207,-0.920732652,0.413637285,0.548578764,0.296107033,0.590739102,0.096119929,0.82197806,0.044085173
1.252535342,-1.231933673,0.055566088,-0.774979247,0.90119907,0.642535923,0.018527816,0.748226508,-0.841823489,-0.67576319,0.078402657,0.32144536
1.894246293,0.214505781,0.319742057,-0.782116097,0.278151787,-0.227201007,1.112015674,1.148739011,0.342890545,-0.123212681,0.285213836,0.064885859
0.601110746,-1.095299787,0.525623459,0.460336879,-0.396551028,0.271083969,-0.779397676,0.040319531,1.170057671,-0.030774099,0.37219676,0.019418313
1.508362452,-0.595135733,-0.720639355,-0.823653817,-0.027017872,0.447038804,0.32235487,0.148709,-0.464991931,0.200465539,-0.565152381,0.731475145
0.435987896,-1.104753247,0.635727001,0.680080036,0.091334983,0.431040031,-0.958108652,0.636804951,0.224621656,-0.322422782,-0.623773339,0.970057213
1.57953885,-0.94533573,0.19346105,0.47175951,-0.00238359,0.758976573,0.559569411,0.484211277,-0.064826064,-0.009876445,1.18323374,-0.737321827
1.753983337,-0.952788463,0.606374507,0.256182659,0.428704209,-0.496319468,-0.520088543,0.389543686,-0.719524508,-0.524195256,0.296878455,0.525557516
0.409863921,-0.830366188,-0.029612179,-0.23240355,0.960423412,-0.309122517,0.367868639,0.792889549,-1.147273397,-0.378295735,0.188829156,0.187209287
1.277789038,-1.071386148,0.69767229,-0.210394426,-0.179120615,0.57523651,0.745354504,-0.274602173,-1.078179033,-0.176548117,0.297803222,-0.058567473
1.696557012,-0.959352664,0.698029815,0.361750822,0.638989657,-0.518109601,-0.552098231,0.392941028,0.008423595,-0.426520577,-1.083430532,0.396587473
1.600291533,-1.01895423,0.453122843,0.30686822,-0.04126701,0.326304111,-0.753690901,0.315143647,0.604140974,0.09821827,-0.029597428,-0.334177093
1.595261435,-0.936354162,-0.50706506,0.019627433,-0.573641354,0.511212912,0.494210604,0.079002468,-0.660243477,-0.463024372,-0.57950844,0.319752742
1.01976446,-1.080701028,0.398391731,0.144613919,-0.813561033,0.010921929,-0.664569215,0.497029807,0.501109754,-0.01198494,0.741814825,0.084812786
1.30769631,-0.371595916,-0.511838991,0.490471923,-0.182154251,-0.860645459,-0.350354938,0.21740574,0.016750751,0.023761581,-0.280687286,-0.188757293
1.631168836,-0.953973746,0.74541475,0.223925857,0.500895684,0.485252355,-0.791448623,-0.123249549,-0.277479167,-0.458713382,0.010520568,0.23107488
1.713988488,-1.301351089,0.230458032,0.51283035,0.165326668,0.819022355,0.41455715,0.364403746,0.334666669,0.112634205,-0.410207075,-0.246901128
1.626579527,-1.014191623,0.029514381,0.009282014,1.286564235,1.112179002,0.446315827,0.196260283,0.155782411,0.692674808,0.115871897,0.367822009
1.719250764,-1.121512038,-0.141933709,-0.83414868,0.123367484,0.512113703,0.691303863,0.550699071,-0.310494266,0.500963075,-0.20225757,0.54936329
1.775193658,-0.487406626,-0.336406766,0.066696402,0.002722106,0.598468746,0.219109338,-0.020483321,-0.821659177,-0.777692184,0.286887516,-0.540724394
1.726798165,-0.711638108,-0.587356511,0.447075129,0.094641103,0.817917686,0.416596981,0.010457675,-0.796653,-0.242376864,0.195229795,-0.095235028
1.661265042,-0.874751862,0.591115916,0.631981423,0.755636775,0.675865759,-0.886701254,0.21042844,0.048316626,-0.042545971,0.071165527,-0.112402071
1.193746057,-0.734673708,0.370558087,-0.440957168,0.619195604,0.427645076,-0.622884061,-0.337423669,0.130445889,-0.07061746,0.43268135,-0.101615112
1.628252905,-0.776378302,0.267187615,0.334367838,-0.087673943,-0.594593482,-0.431697382,0.715544828,0.078939566,0.195139984,0.105902764,-0.243727196
1.604761318,-0.799861772,0.53511568,-0.116991417,-0.127041102,0.193194104,-0.612732401,0.060493266,-0.688663006,-0.345081148,0.625435922,0.111455793
1.643594942,-1.363004874,0.179689338,-0.064456826,-0.626692657,0.399546938,0.6015371,0.338039693,-0.310966395,-0.178810848,0.041558444,0.103789143
1.648193777,-0.898079937,-0.433729658,0.232433211,-0.260258605,-0.416239027,0.384042364,0.155480326,-0.547985601,-0.599164409,-0.585754905,0.333281928
1.380320446,-0.330813254,-0.42019991,-0.278442638,0.890275366,-0.660055907,-0.357387342,-0.057776379,-0.081768605,-0.324471305,-1.309538757,0.106596765
1.474259431,-1.317419123,0.358923446,0.731583683,0.378658228,0.928232027,0.387155562,-0.083213391,0.233199094,-0.030445787,0.560403501,-0.018262721
1.689323604,-1.242705954,0.400971941,0.497966102,0.527543708,-0.464658714,0.499647028,0.14138219,0.154781043,-0.315579765,-0.869091391,-0.011516398
1.181833129,-0.439795993,-0.495446568,1.190881673,0.997416287,0.06612645,0.677206898,-0.370584173,-0.256648632,-0.070873239,-0.53153644,-0.161056635
1.154929465,-1.182343419,0.25592397,-0.524293807,1.26307896,-0.47925711,-0.513098257,0.784067159,0.199619816,-0.668828919,-0.976417735,0.285821318
0.947120965,-0.453600867,-0.65705998,-1.012154919,0.363069852,0.272035844,-0.591572174,-0.03541399,-0.737819398,-0.745707052,0.36572071,-0.018279013
1.57242915,-0.69098058,0.138261752,-0.025034559,1.271816924,-0.542663606,-0.356608282,0.612316272,0.717296494,0.818737005,-0.617030897,0.295372648
1.740880277,-0.893018353,-0.499791543,0.289271565,-0.010658882,-0.345735217,0.705818477,0.239737955,-0.758758843,-0.591811054,-0.96236536,0.40232173
1.46938619,-1.414871892,0.348048955,0.566213803,-0.106274063,0.638862706,0.091451272,0.282792041,0.700742869,0.062148733,-0.053646268,-0.09879867
0.280619649,-0.94126747,0.047633469,-0.590661903,0.208689677,0.246796916,-0.588100864,0.37332755,0.376360654,-0.247498269,1.505018277,-0.105427184
1.922089872,0.114696357,0.805080701,0.516221204,0.540553827,1.058561025,0.567434157,0.637113922,0.54113395,-0.619691854,0.658567275,-0.738651745
0.640358053,-0.465112534,0.405004654,1.525053655,1.165666333,-0.114642009,-0.669173315,0.717797394,-0.408932406,0.388367102,-0.217610902,-0.056124601
1.563913979,-0.366054891,-0.769001634,-0.540263102,0.22575976,0.329515136,-0.695204269,0.591405926,-0.05403846,0.600288139,-0.386646919,0.363054785
0.92055438,-0.192397681,-0.557148233,-0.03309544,0.498704985,0.596613156,-0.80089883,0.18174796,0.261460341,0.257505253,-0.980803463,-0.109019023
1.77068305,-1.40754565,0.457521724,0.244832492,0.15977327,0.600985856,0.086769932,0.381321769,-0.746202818,-0.550190818,0.22875284,0.535154247
1.21394957,-1.305923598,-0.011423224,0.298524334,-0.856805068,0.442517513,0.601297358,0.30901786,0.402950661,0.32089329,0.715464007,-0.264753198
1.678460642,-1.075309356,0.474690455,0.110491729,-0.123675958,-0.847452726,-0.431148842,0.662680063,-0.360435049,-0.401441683,-0.128845889,0.501120846
1.031368965,-0.872908057,-0.677826273,-0.314667071,0.162113293,0.76933223,0.472693166,-0.33182803,0.124477977,-0.224930489,-0.830941636,0.210081887
1.739626801,-0.883867157,-0.699807079,0.306970484,-0.402853775,0.624407365,0.440929489,0.35150597,-0.363128265,-0.089046503,-0.365016835,-0.159971723
0.832613807,-0.964707433,0.528328949,0.752345935,0.11616484,-0.789176261,-0.396519403,0.097303171,1.112542968,0.023735223,0.143443771,-0.025027992
1.217988,-0.947979904,-0.38879241,0.245867097,-0.397122091,0.657874123,0.463944291,-0.537723909,0.076027497,-0.426074435,-0.631811309,0.142099405
1.540842528,-0.941358552,0.579147824,0.199528232,0.167013471,-0.721775594,-0.408277165,-0.00540397,0.326214046,-0.314627963,-0.357945863,-0.035338474
1.46450147,-0.644201784,0.59523554,0.204546453,0.304716422,-0.659882058,-0.367165115,0.093116342,-0.62387771,-0.374085315,0.379753352,0.30848138
1.694724599,-1.23770941,-0.074186379,-0.773788968,0.095037002,0.505294118,0.654202057,0.614496222,-0.241097297,0.454105339,-0.135630119,0.78003188
1.38707693,-0.509494256,-0.191801407,-0.025996502,-0.316632397,0.249401793,-0.710085227,-0.46590605,0.030941254,-0.442860022,-0.644460595,-0.126672641
1.460796495,-0.492788474,-0.456908957,-0.146776848,0.70288279,0.589847726,-0.872945814,0.385430386,0.199562418,-0.033247548,-1.066874837,0.100677579
0.201187132,-1.558773361,-0.18807138,-0.497713077,-0.206589689,0.386821134,0.238327485,0.776386664,0.808143285,-0.247265491,0.760813689,0.051403986
1.750515847,-0.743549148,-0.305636532,0.197834858,0.153595755,0.686628493,0.084556971,-0.061586113,-1.213744347,-0.708261925,-0.38187251,0.387005357
1.548503651,-0.627073681,0.274855388,-0.823644901,0.55875502,0.338138707,-0.55095986,0.152659969,0.210499777,0.502261977,-0.578240134,0.375516326
0.827119345,-0.420033472,-0.746011006,-0.32463412,0.902992919,-0.445240766,-0.451230822,0.185225078,0.545553328,-0.290784522,-0.600188673,-0.503747905
1.276386097,-0.657333723,-0.550057945,-0.132518772,0.88154613,1.023526937,0.420194401,-0.521845353,-0.465221091,-0.364544549,-0.551482507,0.203449418
1.772839388,-1.34787003,0.177544686,0.21310006,-0.062664515,-0.449627308,0.7985114,0.512234471,-0.398105621,-0.320105937,-0.344482747,0.216075488
1.340765488,0.142930312,0.749660594,0.334020854,-0.289795867,0.531744441,-0.290082352,0.497432262,1.115078092,-0.119017271,0.102898132,-0.193412694
1.648293133,-0.724935443,0.25356999,-0.791142154,0.566654266,0.328759084,-0.576805577,0.194962368,0.256858889,0.493817774,-0.535910536,0.34636262
1.84632319,-1.256820597,0.405041792,0.994795289,1.202789462,0.145085492,0.5505525,0.272533354,-0.1081769,-0.238537027,-0.148553399,0.118621256
1.128582607,-0.853453613,0.372023852,0.533809404,-0.125364566,-0.531357878,-0.429974889,-0.03660853,1.003115794,0.244817484,0.384580007,-0.433437941
1.542582585,-1.060859759,-0.09719237,-0.279500936,0.545653394,0.655634609,0.251209774,0.4146554,0.041261267,0.680464322,0.959555663,0.335748056
1.758018296,-1.028075128,0.329677085,0.258920956,-0.185425618,0.268052999,-0.778945346,0.959616098,-0.030078947,0.139508061,-0.13074746,-0.032513988
1.217337619,-0.030607537,0.613035912,-0.869865135,0.735191632,0.618617678,-0.279441103,1.045738909,0.402577951,-0.876763575,-0.790668099,0.35246369
0.864379809,-0.865558485,0.442687416,0.544772706,-0.128222576,-0.594233234,-0.449115647,0.061003585,0.284489248,-0.132130864,1.446215313,0.059413932
